Activity Master: Activity Master Number	Activity Master: ID	Zone	Activity Code	Activity Name	Activity Name (Arabic)	Status	Minimum Share Capital	License Type	License Type (Arabic)	Is Not Allowed for Coworking(ESR)	RAKEZ HSE Risk Classification	Compliance Risk Rating -RR	Is Special	Activity Price	Activity Group	Activity Group (Arabic)	GICS Business Sector	GICS Subsector	Segment Name English	Segment Name Arabic	Description	Description (Arabic)	Qualification Requirement	Documents Required
AM-03417	a0v580000018ME9	Freezone	289303	Locks & Keys Manufacturing	صناعة الاقفال والمفاتيح	Active	150,000	Industrial	صناعية	-	Low		Standard		Industrial	صناعية	Industrials	Building Products			Includes manufacturing the mechanical Includes manufacturing the mechanical or electronic fastening devices as well as the keys, keycards, fingerprints and security tokens which release them. or electronic fastening devices as well as the keys, keycards, fingerprints and security tokens which release them.	يشمل صناعة الأدوات الميكانيكية والإلكترونية لقفل الأبواب والخزائن وايضا المفاتيح المعدنية أو الوسائل الإلكتروني التي تستخدم لفتحها.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-05412	a0v580000018MkK	Freezone	514338	Locks & Keys Trading	تجارة الاقفال والمفاتيح	Active		Commercial	تجارية	-	Low		Standard		Building materials trading	تجارة مواد البناء	Industrials	Trading Companies & Distributors			Includes reselling the mechanical or electronic fastening device which are released by a physical object, such as key, keycard, fingerprint, security token.	يشمل إعادة بيع الأدوات الميكانيكية والإلكترونية لقفل الأبواب والخزائن ذات المفاتيح المعدنية أو بالوسائل الإلكترونية.		
AM-06100	a0v580000018MvQ	Freezone	RAKEZ /2017/07	Logistics & Transportation	الخدمات اللوجستية والنقل	Active	100,000	Services	خدمية	ESR	Low		Standard		Transport, shipping and storage	النقل و الشحن والتخزين	Industrials	Shipping & Logistics			Planning, designing and supporting operations of transportation, warehousing and distribution.			Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance". Activity Not Allowed for Flexi Units.
AM-04388	a0v580000018MTo	Freezone	741426	Logistics Consultancy	الإستشارات اللوجستية	Active	100,000	Services	خدمية	-	Low		Standard		Consultancy -D- management, information and marketing	الاستشارات - الادارة والمعلومات	Industrials	Shipping & Logistics	Land Shipment and Transportation Services	خدمات النقل والشحن البري	Includes firms specialized in providing objective management advice and solutions to supply chain problems as well as providing methodology for improving performance, this involves analyzing the distribution network and delivering practical solutions, facilities and warehouses design and improvement, audit the operation and identify the potentials for improvements.	يشمل المنشآت المتخصصة في تقديم الإستشارات والحلول الإدارية التي تعترض العمليات اللوجستية فضلا عن إستنباط الأساليب والمناهج التي تقود لتجويد الأداء، ويشمل ذلك تحليل أداء شبكات التوزيع للتعرف على المعوقات وتقديم الحلول، تخطيط وتصميم المرافق والمستودعات مجال العمليات اللوجستية، مراجعة عمليات تدفق السلع والخدمات للتعرف على المجالات التي يتوجب إجراء التحسينات عليها.		
AM-04022	a0v580000018MNu	Freezone	RAKEZ /2017/33	Logo Design	تصميم شعار	Active		Individual / Professional	فردية / مهنية	-	Low		Standard		Design, Media & Architecture	تصميم، وسائل الإعلام والعمارة	Industrials	Professional Services			Professional Individual Works	مهام فردية مهنية		
AM-04389	a0v580000018MTp	Freezone	232008	Lubricants & Grease Refilling	تعبئة الشحوم وزيوت التزليق	Active	150,000	Industrial	صناعية	-	High		Standard		Manufacture of petroleum products	صناعة منتجات النفط	ENERGY	Oil, Gas & Consumable Fuels			Includes firms engaged in breaking bulk Lubricants and Grease in smaller lots consumer or commercial packs.	يشمل المنشآت التي تقوم بخدمات إعادة تعبئة الشحوم وزيوت التزليق التي تكون على شكل عبوات سائبة وتعبئتها في عبوات إستهلاكية أو تجارية.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-05413	a0v580000018MkL	Freezone	514102	Lubricants & Grease Trading	تجارة الشحوم وزيوت التزليق	Active		Commercial	تجارية	-	High		Standard		Fuel and petroleum products trading	تجاره الوقود ومشتقات النفط	ENERGY	Oil, Gas & Consumable Fuels			includes reselling the high viscosity oil based lubricating substances used for lessening friction in the working parts of a mechanism in order to protect against wear and Transfer heat.	يشمل إعادة بيع مواد التزليق والتشحيم البترولية التي تمتاز بلزوجتها وذلك للقيام عمليات التزليق للقطع والمجموعات الإحتكاكية بالمركبات مما يؤدي لضبط التآكل والتحكم بدرجة حرارة المحرك.		
AM-06457	a0v580000018azT	Freezone	1920007	Lubricants Recycling	إعادة تصنيع زيوت التزييت	Inactive	150,000	Industrial	صناعية	-	High		Standard		Manufacture of refined petroleum products	صُنع المنتجات النفطية المكررة	Industrials	Waste Management			Manufacture of refined petroleum products	صُنع المنتجات النفطية المكررة		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority,For Warehouse & Land: RAK Waste Management Agency (RAKWMA)
AM-06458	a0v580000018azY	Freezone	3830902	Lubricant Waste Recycling	معالجة وتكرير مخلفات الزيوت	Inactive		Industrial	صناعية	-	High				Materials recovery	استرجاع المواد	Industrials	Waste Management			Materials recovery	استرجاع المواد		"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources, For Warehouse & Land: RAK Waste Management Agency (RAKWMA)" in documents required
AM-09281	a0v8e000000ldP1	Freezone	2920903	Machinery & Vehicles Armouring	تصفيح الآليات والمركبات	Active	150,000	Industrial	صناعية	ESR			Special	100,000	Military & Defense	الأنشطة العسكرية	Industrials	Military & Defense			Armouring, shielding, reinforcing or painting military vehicles and mechanisms, or strengthening civilian or military vehicles and vehicles, or any part of their parts, components, spare parts, or laminated glass or their technologies that are intended to be used for protection reasons or for humanitarian purposes.	يشمل المنشآت المتخصصة في تصفيح، او تدريع او تعزيز او دهان الآليات والمركبات بالصبغة العسكرية أو تدعيم الأليات والمركبات المدنية او العسكرية او اي جزء من أجزاءها أو مكوناتها أو قطع غيارها الخاصة بها او الزجاج المصفح أو تقنياتها والمراد أستخدامها لإسباب الحماية أو لإغراض إنسانية		Environment Protection & Development Authority, Department of Civil Defense,Ministry of Civil Defence, CCTV Certificate from General Resources Authority. Not allowed for Flexi Facility.
AM-08808	a0v4K00000017OE	Freezone	28230-01	Machinery and Equipment for Handling Hot Metals Manufacturing	صناعة آلات ومعدات مناولة المعادن الساخنة	Active	150,000	Industrial	صناعية	-	Low		Standard		Metal Industries	صناعة وتشكيل المعادن  	Industrials	Machinery & Equipment	Metal Industries	صناعة وتشكيل المعادن  				Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09039	a0v4K0000026Iss	Freezone	2592011	Machining and Forming of Metals	تشغيل وتشكيل المعادن	Active	150,000	Industrial	صناعية	-	Low		Standard		Metal industries	صناعة وتشكيل المعادن	Materials	Metals			The machining or formation are processes performed on different metals to produce final or intermediate products, except for the machining and formation by laser beams. Examples of these processes are: Perforation, turning, milling, milling, cutting, grinding, bending, adjusting, spreading, grinding, tooth, polishing, welding, etc.	التشغيل او التشكيل عبارة عن عمليات تتم على المعادن المختلفة لإنتاج منتجات نهائية أو وسيطة باستثناء عمليات التشغيل والتشكيل بواسطة أشعة الليزر. أمثلة على هذه العمليات: التثقيب، الخراطة، التفريز، التفتيت، القشط، التجليخ بالتحضين، ضبط الثقوب، التسوية، النشر، التجليخ، السَّن، التلميع، اللحام، ... إلخ.		Environment Protection & Development Authority, Department of Civil Defense, General Resources Authority-CCTV
AM-09021	a0v4K000001qV6n	Freezone	RAKEZ9000931	Magazine Printing and Cards & Envelopes Printing	طباعة المجلات و طباعة البطاقات والمغلفات	Inactive	150,000	Industrial	صناعية	-			Standard		Publishing and printing services	خدمات النشر والطباعة	Industrials	Commercial Services & Supplies	Publishing and printing services	خدمات النشر والطباعة				Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-03025	a0v580000018M7p	Freezone	100078	Magazines	مجلات	Inactive		Media	اعلام	-	Medium		Standard	15,000	Publishing	النشر	Communication Services	Media			Magazines	مجلات		Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form
AM-06824	a0v5800000dp8E9	Freezone	100078	Magazines	مجلات	Active		Media	اعلام	-	Medium		Standard		Publishing	النشر	Communication Services	Media			Magazines	مجلات	Certified_Academic_Degree	Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form
AM-04391	a0v580000018MTr	Freezone	515987	Magnetic Technology Equipment Trading	تجارة أجهزة التقنية المغناطيسية	Active		Commercial	تجارية	-	Low		Standard		Mechanical & engineering equipment trading	تجارة المعدات الميكانيكية والهندسية	Industrials	Trading Companies & Distributors			Includes selling magnetic technology equipment and systems which are involved in the application of agriculture and animal resources, thermal energy, constructions, water treatment, chemical and oil industries…etc.	يشمل تجارة معدات وأجهزة التكنولوجيا المغناطيسية والتي يمكن تطبيقها في العديد من المجالات مثل الزراعة والثروة الحيوانية , الطاقة الحرارية , الإنشاءات , معالجة المياه , الصناعات الكيماوية والبترولية وغيره.		
AM-09215	a0v8e000000kwXC	Freezone	4210001	Main Roads, Streets and Related Works Contracting	مقاولات الطرق الرئيسية و الشوارع والاعمال المتعلقة بها	Active		Commercial	تجارية	-			Standard		Building contracting	مقاولات البناء	Industrials	Construction & Engineering			It includes general contracting facilities concerned with the construction and maintenance of roads and streets of all kinds, including internal roads and parking lots. It also includes the processes of modification, maintenance and repair of those roads within the contracts assigned to those projects therein, the work of services that fall within the right of the road, and the work of traffic diversions management for all those works as for regular maintenance It does not fall within this activ	يشمل منشآت المقاولات العامة المختصة بإنشاء وصيانة الطرق والشوارع بأنواعها بما فيها الطرق الداخلية والساحات المخصصة لوقوف السيارات كما يشمل عمليات تعديل تلك الطرق وصيانتها وإصلاحها ضمن العقود المخصصة لتلك المشروعات بها وأعمال الخدمات التي تقع ضمن حرم الطريق وأعمال إدارة التحويلات المرورية الخاصة بكل تلك الأعمال أما الصيانة العادية فلا يدخل ضمن هذا النشاط.		
AM-06612	a0v58000002w79J	Freezone	33150-06	Maintenance and Repair of Aircrafts	إصلاح وصيانة الطائرات	Active		Services	خدمية	-	Low	High	Standard		Light aircraft manufacturing and maintenance	صناعة وصيانة الطائرات الخفيفة	Industrials	Aviation				يشمل المنشآت التي تقوم بعمليات الصيانة والإصلاح  للطائرات التجارية أو العسكرية الصغيرة والخفيفة  التي لاتتجاوز حمولتها أثناء الإقلاع عن   الف رطل, وطائرات الهليوكبتر كما يشمل هذا النشاط   إجراء عمليات تجديد الطائرات وترميمها   كما يشمل النشاط  المحلات أو المراكز أو المنشآت المتخصصة التى يتضمن عملها الاساسى إصلاح وصيانة الطائرات بدون طيار بحيث تصبح صالحة للاستخدام مرة اخرى ولايشمل النشاط بيع قطع الغيار الخاصة بتلك الطائرات		Department of Civil Aviation, Business Plan. Activity Not Allowed for Flexi Units.
AM-08949	a0v4K000001WaSW	Freezone	1103101	Malt Liquors Manufacturing	صناعة المشروبات الكحولية من الشعير	Active		Industrial	صناعية	ESR	High		Special	900,000	Alcoholic beverage industry	صناعة المشروبات الكحولية	Consumer Staples	Food & Beverages						Environment Protection & Development Authority, Department of Civil Defense,CCTV Certificate from General Resources Authority,Tourism Development Authority
AM-09354	a0vTm000001ueVF	Freezone	6202018	Managed Security Services (MSS)	خدمات الأمن السيبراني على مدار الساعة	Active		Services	خدمية	-			Standard		IT Services	خدمات تكنولوجيا المعلومات	Information Technology	Software & Services			Offering managed security services, including 24/7 monitoring, threat detection, incident response, and ongoing cybersecurity management.	تقديم خدمات أمنية مُدارة، بما في ذلك المراقبة على مدار الساعة طوال أيام الأسبوع، واكتشاف التهديدات، والاستجابة للحوادث، والإدارة المستمرة للأمن السيبراني.	Acdemic Degree in Computer Science or qeuivalent	Certified Academic Degree
AM-03894	a0v580000018MLq	Freezone	809020	Management & Administration Training	التدريب على الإدارة والتنظيم الإداري	Inactive		Educational	تعليمية  	-	Low		Standard	10,000	Training Institute	معهد تدريب	Education	Training Institute			Includes providing training on planning, directing and operating the managerial activities of organizations and institutions, with emphasis on administration, economics, finance, it involves managing various operations related to education, employment, logistics, management science, offices, organizational theory and behavior, personnel…etc.	يشمل التدريب على تخطيط وتوجيه وتشغيل الأنشطة الإدارية الخاصة بالمؤسسات المختلفة والتي تركز على المسائل الإقتصادية والمالية والتنظيم الإداري، ويشمل ذلك التدريب على إدارة مختلف العمليات والمؤسسات مثل المؤسسات التعليمية، عمليات التوظيف، الإدارة اللوجستية، العلوم الإدارية، المكاتب، النظرية والسلوك المؤسسي، شؤون الموظفين وغيرها.		Academic Zone
AM-09145	a0v4K000001aMdM	Freezone	9311002	Management and organization of sporting events, external and internal	إدارة وتنظيم الأحداث الرياضية الخارجية والداخلية	Inactive		Services	خدمية	-	Low		Standard		Event Management Services	خدمات إدارة الفعاليات	Consumer Services	Sports & Recreation			Management and organization of sporting events, external and internal	يشمل المنشات المتخصصه في في تنظيم وتنشيط السياحة سواء داخل الدولة او خارجها والقيام بجميع الاجراءات والاتصالات اللازمه بالجهات المعنية لترتيب اجراءات السفر والاقامة وتشمل الانتقال واعداد برامج الزيارة وما الى ذلك من العمليات االلازمه من شأنها تنظيم السباقات بالاضافة الى تنظيم الرحلات والزيارات ذات الطابع المدرسي والعلمي ذات الاهداف الترفيهية والثقافية .		General Authority of Sports
AM-04392	a0v580000018MTs	Freezone	741405	Management Consultancies	استشارات ودراسات ادارية	Inactive		Services	خدمية	-	Low		Standard		Consultancy -D- management, information and marketing	الاستشارات - الادارة والمعلومات	Industrials	Professional Services			Includes providing administrative consultancies and studies to public departments and companies as regarding administrative performance analysis, procedural engineering, laying out flow-charts and related documents circulation, internal policy formulation, organizational restructuring, strategic plans development, innovating work procedures, designing balanced scorecards, such firms are not allowed to conduct field surveys and questionnaire before getting approval from the competent authority.	يشمل تقديم الاستشارات والدراسات الإدارية للمؤسسات العامة أو للشركات كالدراسات والاستشارات التي تتناول تحليل العمليات التشغيلية والإدارية ودراسة هندسة الإجراءات وإعداد خرائط التدفقات والدورات المستندية المرتبطة بها, وصياغة السياسات الداخلية وإعادة هيكلة المنظمة, ووضع الدراسات المرتبطة بتطوير الخطط الإستراتيجية, وتطوير أنظمة العمل وتصميم بطاقات العمل المتوازنة بالإضافة إلى غيرها من الدراسات والإستشارات ذات العلاقة، لا يسمح لهذه المنشآت إجراء المسوحات الميدانية إلا بعد موافقة الجهات المختصة.	Certified_Academic_Degree	1. Standalone License with ""Management Consultancy” activity. If any additional activities are required, Client should have additional license subject to satisfying the relevant requirements. 2. Special Activity Fee AED 6,500/- to be charged for New Registration and Amendment Activity (Existing Clients) Cases 3. Company's manager should be UAE-resident OR should have visa under RAKEZ within six (6) months from the date of registration if he he/she has no UAE visa. 4. Company's Manager should have the minimal qualifications required such as bachelor degree in Business Administration or Economics or a related discipline and three years experience. 5. Undertaking not to act as a Corporate Service Provider (CSP) for the below services: • Acting as a formation agent of legal persons • Acting as (or arranging for another person to act as) a director or secretary of a company, a partner of a partnership, or a similar position in relation to other legal persons. • Providing a registered office; business address or accommodation, correspondence or administrative address for a company, a partnership or any other legal person or arrangement. • Acting as (or arranging for another person to act as) a trustee of an express trust. • Acting as (or arranging for another person to act as) a nominee shareholder for another person.
AM-08797	a0v4K0000000ZgK	Freezone	70100-01	Management Office	مكتب ادارة	Active		Services	خدمية	-	Low		Standard		Head Offices	المكاتب الرئيسية	Industrials	Professional Services			Includes offices opened by an industrial or commercial firms or company in order to organize the administrative and office affairs of the same. Thus, these offices are not allowed to practice any commercial works. They must also be linked to an industrial or commercial establishment, previously licensed.	شمل المكاتب التي تقوم بفتحها إحدى المؤسسات أو الشركات التجارية أو الصناعية القائمة لاستخدامها في تنظيم الشؤون الادارية والمكتبية المتعلقة بنفس المؤسسة او الشركة التي يتبعها المكتب، وعلى هذا فان هذه المكاتب لا يسمح لها بمزاولة أية أعمال تجارية، كما أن هذا المكتب يجب أن يكون مرتبطاً بمنشأة ذات نشاط تجاري أو صناعي مرخص لها بالعمل مسبقاً		this activity is not allowed for Coworking
AM-08733	a0v4H00000h6v8U	Freezone	701014	Management of Self Owned Properties	خدمات إدارة العقارات الخاصة	Inactive		Commercial	تجارية	-	Low		Standard		Real estate	العقارات	Real Estate	Real Estate Management & Development			Includes firms engaged in managing self owned residential units, also handling contractual arrangement with the firms in charged of maintenance & security. Such firms are not allowed to practice real estate brokerage.	يشمل المنشآت التي تعمل في إدارة العقارات السكنية المملوكة ، وكذلك الإشراف فيما يخص التعاقد مع شركات الصيانة والحراسة والنظافة ولا يحق لهذه المنشآت مزاولة نشاط الوساطة العقارية. يشمل المنشآت التي تعمل في إدارة العقارات من أراضي وأبنية تجارية وسكنية وصناعية المملوكة لصاحب الترخيص وأقاربه من الدرجة الأولى الثانية فقط وكذلك الإشراف فيما يخص التعاقد مع شركات الصيانة والحراسة والنظافة وإصدار عقود الإيجار للمستأجرين ولا يحق لهذه المنشآت مزاولة نشاط الوساطة العقارية.		
AM-01850	a0v580000018Los	Freezone	701014	Management of Self Owned Properties	خدمات إدارة العقارات الخاصة	Active		Business Invest	إستثمار الأعمال	-	Low		Standard		Real estate	العقارات	Real Estate	Real Estate Management & Development			Includes firms engaged in managing self owned residential units, also handling contractual arrangement with the firms in charged of maintenance & security. Such firms are not allowed to practice real estate brokerage.	يشمل المنشآت التي تعمل في إدارة العقارات السكنية المملوكة ، وكذلك الإشراف فيما يخص التعاقد مع شركات الصيانة والحراسة والنظافة ولا يحق لهذه المنشآت مزاولة نشاط الوساطة العقارية. يشمل المنشآت التي تعمل في إدارة العقارات من أراضي وأبنية تجارية وسكنية وصناعية المملوكة لصاحب الترخيص وأقاربه من الدرجة الأولى الثانية فقط وكذلك الإشراف فيما يخص التعاقد مع شركات الصيانة والحراسة والنظافة وإصدار عقود الإيجار للمستأجرين ولا يحق لهذه المنشآت مزاولة نشاط الوساطة العقارية.		
AM-09138	a0v4K000001aMEg	Freezone	7499-16	Management Services	خدمات ادارة شركات ومؤسسات	Active		Services	خدمية	-	Low		Standard		Management of facilities	إدارة المنشآت والمرافق	Industrials	Professional Services			Includes offices founded by businessmen to care for and reserve their interests in the establishments they own and the companies where they hold shares, such firms are not allowed to practice the activity of Facilities Management Services.			
AM-08796	a0v4K0000000RC5	Freezone	RAKEZ9000907	Manufacture of military boats	صناعة القوارب العسكرية	Inactive		Industrial	صناعية	-	Low				Manufacture of military boats	صناعة القوارب العسكرية	Industrials	Military & Defense			Includes facilities specialized in manufacturing, producing, assembling or equipping military ships or part of their parts, spare parts or technology by various methods, means, materials 	يشمل المنشآت المتخصصة في تصنيع أو إنتاج أو تجميع أو تجهيز القوارب العسكرية أو جزء من أجزاءها أو قطع غيارها أو تقنيتها بالطرق أو الوسائل والمواد المتنوعة 		Environment Protection & Development Authority, Department of Civil Defense, Ministry of Defense, CCTV Certificate from General Resources Authority
AM-09297	a0v8e00000028qf	Freezone	2670004	Manufacture of optical magnifying instruments	صناعة أدوات التكبير البصرية	Active	150,000	Industrial	صناعية	-	Low		Standard		Electronic devices industry	صناعة الأجهزة الإلكترونية	Information Technology	Technology Hardware & Equipment						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09048	a0v4K0000026Itb	Freezone	3290002	Manufacture of protective safety equipment	صناعة معدات السلامة الواقية	Active	150,000	Industrial	صناعية	-	Low		Standard		manufacture of engines and Vehicles	صناعة العربات والمحركات	Industrials	Machinery & Equipment						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09058	a0v4K0000026It3	Freezone	RAKEZ9001008	Manufacturing , Processing ,Import & Export of Industrial Minerals	تصنيع ومعالجة واستيراد وتصدير المعادن الصناعية	Inactive	150,000	Industrial	صناعية	-			Standard		Metal industries	صناعة وتشكيل المعادن	Materials	Construction Materials						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-04394	a0v580000018MTu	Freezone	742134	Manufacturing & Material Engineering Consultancy	هندسة التصنيع والمواد	Active		Services	خدمية	-	Low		Standard		Other engineering services	خدمات هندسية اخرى	Industrials	Construction & Engineering			Includes providing engineering support and services to steel and metal plants with regard to thermal dynamics, material engineering, interaction engineering, thermal and matter transmission.	يشمل الأنشطة والخدمات الهندسية التي تقدم لمصانع الحديد والصلب ومصانع المعادن في مجالات الدينامكا الحرارية وهندسة المواد وهندسة التفاعلات وانتقال الحرارة والمادة.	Certified_Academic_Degree	
AM-06496	a0v58000002uVtU	Freezone	RAKEZ /2017/41	Manufacturing Design	تصميم التصنيع	Active		Individual / Professional	فردية / مهنية	-	Low		Standard		Industrial Engineering products	منتجات هندسية وصناعية	Industrials	Professional Services			Manufacturing Design is the the general engineering practice and process of designing products.			
AM-09051	a0v4K0000026Itq	Freezone	RAKEZ9001001	Manufacturing of Smelters & Furnaces Refractory Materials	صناعة المواد المقاومة لحرارة المصاهر والافران	Inactive	150,000	Industrial	صناعية	-			Standard		Mechanical & engineering equipment Manufacturing 	صناعة المعدات الميكانيكية والهندسية	Materials	Construction Materials						Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-05482	a0v580000018MlS	Freezone	514340	Marble & Natural Stones Trading	تجارة الرخام والحجر الطبيعي	Active		Commercial	تجارية	-	Low		Standard		Building materials trading	تجارة مواد البناء	Industrials	Trading Companies & Distributors			Includes reselling varieties of marbles and natural stones like granite, basalt, limestone, this activity is limited to firms that trade these materials as crude before any conversional processes except cutting in blocks or slabs for transport purposes.	هي إعادة بيع أنواع الرخام والصخور والأحجار الطبيعية المماثلة كالجرانيت والبازلت والحجر الجيري وغيرها، ويشمل هذا النشاط المنشآت التي تقوم ببيع هذه المواد في شكلها الأولي الخام على شكل كتل أو ألواح قبل إجراء أية عمليات صناعية أو تحويلية عليها.		
AM-03418	a0v580000018MEA	Freezone	269602	Marble Cutting, Grinding & Polishing	نشر الرخام وتقطيعه وصقله	Active	150,000	Industrial	صناعية	-	Low		Standard		Block and building stones industry	صناعة الطوب واحجار البناء	Materials	Construction Materials			Includes cutting natural and artificial marble, granite and other stones, in different sizes for using in constructions or for any other industrial purpose, polishing, burnishing and engraving are included as well.	يشمل عمليات نشر الرخام الطبيعي أو الصناعي وكذلك الجرانيت وغيرها من الصخور، كما يشمل ذلك تقطيعه في أحجام مختلفة لأغراض البناء والتشييد أو للاستخدام في الصناعات الأخرى، وصقل الأجزاء الظاهرية منه وتلميعها أو الحفر عليها.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-03419	a0v580000018MEB	Freezone	292903	Marine Guide Equipment & Tools Assembling	تجميع معدات وادوات الارشاد البحري	Active	150,000	Industrial	صناعية	-	Low		Standard		Equipment and engines manufacturing	صناعة المعدات والمحركات	Industrials	Machinery & Equipment			Includes assembling marine guide aids, such as, multi-purpose buoys, signal lantern and remote monitor and control systems, for using in lighthouses, ports and harbors, by costal guard and oil and gas companies.	يشمل تجميع معدات وأدوات الإرشاد البحري مثل العوامات, مصابيح التحذير وأنظمة المراقبة والتحكم, وذلك لإستخدامها في منارات إرشاد السفن, الموانئ والمرافئ أو بواسطة حرس السواحل وشركات النفط والغاز.		Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority
AM-09266	a0v8e000000lJY4	Freezone	3319903	Marine Machines and Equipments Repairing and Maintenance	إصلاح المكائن والمعدات البحرية وصيانتها	Active		Services	خدمية	-			Standard		Factories and workshop equipment	معدات المصانع و الورش	Industrials	Commercial Services & Supplies			Technical workshops and workshops specialized in the maintenance and repair of all marine machinery and equipment operating for all types of boats and marine boats. This activity does not include repairing the body of the boat or the boat of any kind, whether this is done through direct demand or maintenance and repair contracts.	الورش والمشاغل الفنية المتخصصة في صيانة وإصلاح جميع المكائن والمعدات البحرية المشغلة لجميع أنواع الزوارق واللنشات البحرية، ولا يشمل هذا النشاط إصلاح جسم الزورق أو اللنش مهما كان نوعه، سواء تم ذلك عن طريق الطلب المباشر أو عقود صيانة وإصلاح.		Department of Civil Defense, General Resources Authority-CCTV
AM-09115	a0v4K000000GYku	Freezone	7490002	Marine Means of Transportation Inspection and Classification	معاينة وسائل النقل البحري وتصنيفها	Inactive		Services	خدمية	-			Standard		Marine Shipment and Transportation Services	خدمات النقل و الشحن البحري	Industrials	Shipping & Logistics						Ministry of Energy and Infrastructure
AM-03420	a0v580000018MEC	Freezone	742172	Marine Projects Engineering Consultancy	هندسة المشروعات البحرية	Active		Services	خدمية	-	Low		Standard		Consultancy -B- Engineering	الاستشارات - الهندسة والعمارة	Industrials	Construction & Engineering			Includes firms engaged in providing engineering consultancies and services to marine projects such as floating marinas and infrastructure for waterfronts developments, which would be submitted to the concerned authorities for approval, these firms are not allowed to involve in the designs and drawings of said projects	يشمل المنشآت التي تعمل في تقديم الخدمات الإستشارية الهندسية الخاصة بالمشروعات البحرية مثل الأرصفة العائمة والبنى التحتية لتطوير الواجهات البحرية والتي سيتم تقديمها للجهات المختصة للموافقة عليها، لا يحق لهذه المنشآت القيام بتنفيذ التصاميم والرسومات المتعلقة بتلك المشاريع.	Certified_Academic_Degree	
AM-08953	a0v4K000001XEZT	Freezone	7110508	Marine Survey Engineering Consultancy	استشارات هندسة المساحة البحرية	Active		Services	خدمية	-	Low		Standard		Other engineering services	خدمات هندسية أخرى	Industrials	Construction & Engineering					Certified_Academic_Degree	
AM-09089	a0v4K0000026UWL	Freezone	7020037	Maritime Consultancies Services	إستشارات خدمات بحرية	Active		Services	خدمية	-	Low		Standard		Transportation consulting	استشارات النقل	Industrials	Professional Services			Includes firms specialized in providing consultancy in the different marine fields, such as, shipbuilding and repairing contracts, ships buying, selling, operating and chartering contracts, Inspection of ships, registration and issuance of certificates, marine debts and guarantees of releasing arrested ships, marine pollution damage and claims	يشمل المنشأت المتخصصة في تقديم الاستشارات حول مختلف المجالات البحرية مثل عقود بناء وإصلاح السفن وكذلك بيع وشراء وتشغيل وتأجير السفن، وثائق الشحن والتأمين على البضائع والسفن، معاينة السفن وتسجيلها وإصدار شهاداتها، الديون البحرية وضمانات رفع الحجز عن السفن، أضرار التلوث البحري ومطالبات التعويض	Certified_Academic_Degree	
AM-03421	a0v580000018MED	Freezone	741302	Marketing Management	الادارة التسويقية	Active		Services	خدمية	-	Low		Standard		Consultancy -D- management, information and marketing	الاستشارات - الادارة والمعلومات	Communication Services	Media			Includes firms provide assistance to businesses on marketing products and services to attract and retain customers, involving advice on planning, pricing, sale outlets, it involves digital marketing by using digital channels to promote or market products and services to consumers and businesses, such firms are not allowed to sell the products and services they are promoting.	يشمل المنشآت التي تقوم بخدمات الإدارة التسويقية للمنشآت الأخرى ويتضمن ذلك القيام بالتخطيط لتسويق سلعة أو خدمة معينة، مع تحديد القيم السعرية والترويج وتحديد منافذ التوزيع إلى غير ذلك من الأمور المتعلقة بالعملية التسويقية للجهة صاحبة السلعة أو الخدمة، كما يشمل التسويق الرقمي بإستخدام القنوات الرقمية لترويج جميع أنواع السلع والخدمات، لا يحق لهذه المنشآت القيام ببيع المنتجات التي يقومون بتسويقها والترويج لها.		
